LMK_KEY,IMPROVEMENT_ITEM,IMPROVEMENT_SUMMARY_TEXT,IMPROVEMENT_DESCR_TEXT,IMPROVEMENT_ID,IMPROVEMENT_ID_TEXT,INDICATIVE_COST
8abce90a9e2a07e6b58430d7395dd403786fea1583c87387b0d9802e8e76634b,2,Internal or external wall insulation,Internal or external wall insulation,7.0,,"£4,000 - £14,000"
8abce90a9e2a07e6b58430d7395dd403786fea1583c87387b0d9802e8e76634b,3,Floor insulation (solid floor),Floor insulation (solid floor),58.0,,"£4,000 - £6,000"
8abce90a9e2a07e6b58430d7395dd403786fea1583c87387b0d9802e8e76634b,4,Heating controls (thermostatic radiator valves),Heating controls (TRVs),13.0,,£350 - £450
8abce90a9e2a07e6b58430d7395dd403786fea1583c87387b0d9802e8e76634b,5,Replace boiler with new condensing boiler,Condensing boiler,20.0,,"£2,200 - £3,000"
8abce90a9e2a07e6b58430d7395dd403786fea1583c87387b0d9802e8e76634b,6,Solar water heating,Solar water heating,19.0,,"£4,000 - £6,000"
8abce90a9e2a07e6b58430d7395dd403786fea1583c87387b0d9802e8e76634b,7,"Solar photovoltaic panels, 2.5 kWp",Solar photovoltaic panels,34.0,,"£3,500 - £5,500"
85080d169bf64953edb2c085270c8cd0765a7e657e39b1d5775b2b9e52f1faa4,1,Floor insulation (suspended floor),Floor insulation (suspended floor),57.0,,"£800 - £1,200"
85080d169bf64953edb2c085270c8cd0765a7e657e39b1d5775b2b9e52f1faa4,2,Draught proofing,Draught proofing,10.0,,£80 - £120
85080d169bf64953edb2c085270c8cd0765a7e657e39b1d5775b2b9e52f1faa4,3,Low energy lighting for all fixed outlets,Low energy lighting,35.0,,£25
85080d169bf64953edb2c085270c8cd0765a7e657e39b1d5775b2b9e52f1faa4,4,Solar water heating,Solar water heating,19.0,,"£4,000 - £6,000"
85080d169bf64953edb2c085270c8cd0765a7e657e39b1d5775b2b9e52f1faa4,5,Replace single glazed windows with low-E double glazed windows,Double glazed windows,8.0,,"£3,300 - £6,500"
85080d169bf64953edb2c085270c8cd0765a7e657e39b1d5775b2b9e52f1faa4,6,"Solar photovoltaic panels, 2.5 kWp",Solar photovoltaic panels,34.0,,"£3,500 - £5,500"
b71bff0a7dce9d8a8fa20f1f012549d1287a5da34a5fd4ca3c024414fdfb3ea6,1,Flat roof or sloping ceiling insulation,Flat roof or sloping ceiling insulation,45,,"£850 - £1,500"
b71bff0a7dce9d8a8fa20f1f012549d1287a5da34a5fd4ca3c024414fdfb3ea6,2,Floor insulation (suspended floor),Floor insulation (suspended floor),57,,"£800 - £1,200"
b71bff0a7dce9d8a8fa20f1f012549d1287a5da34a5fd4ca3c024414fdfb3ea6,3,Low energy lighting for all fixed outlets,Low energy lighting,35,,£75
b71bff0a7dce9d8a8fa20f1f012549d1287a5da34a5fd4ca3c024414fdfb3ea6,4,Heating controls (thermostatic radiator valves),Heating controls (TRVs),13,,£350 - £450
b71bff0a7dce9d8a8fa20f1f012549d1287a5da34a5fd4ca3c024414fdfb3ea6,5,Solar water heating,Solar water heating,19,,"£4,000 - £6,000"
b71bff0a7dce9d8a8fa20f1f012549d1287a5da34a5fd4ca3c024414fdfb3ea6,6,"Solar photovoltaic panels, 2.5 kWp",Solar photovoltaic panels,34,,"£3,500 - £5,500"
d1de0cdafb1d93c5233fc1da822af3dd8730621348d576729847443f0578c6e9,1,Flat roof or sloping ceiling insulation,Flat roof or sloping ceiling insulation,45,,"£850 - £1,500"
d1de0cdafb1d93c5233fc1da822af3dd8730621348d576729847443f0578c6e9,2,Internal or external wall insulation,Internal or external wall insulation,7,,"£4,000 - £14,000"
d1de0cdafb1d93c5233fc1da822af3dd8730621348d576729847443f0578c6e9,3,Floor insulation (suspended floor),Floor insulation (suspended floor),57,,"£800 - £1,200"
d1de0cdafb1d93c5233fc1da822af3dd8730621348d576729847443f0578c6e9,4,Low energy lighting for all fixed outlets,Low energy lighting,35,,£30
d1de0cdafb1d93c5233fc1da822af3dd8730621348d576729847443f0578c6e9,5,Solar water heating,Solar water heating,19,,"£4,000 - £6,000"
d1de0cdafb1d93c5233fc1da822af3dd8730621348d576729847443f0578c6e9,6,"Solar photovoltaic panels, 2.5 kWp",Solar photovoltaic panels,34,,"£3,500 - £5,500"
c3f4c7206fe30527a43bcf73a84ca20690abfddc3bad185d90c3b852054b0de7,1,Internal or external wall insulation,Internal or external wall insulation,7,,"£4,000 - £14,000"
c3f4c7206fe30527a43bcf73a84ca20690abfddc3bad185d90c3b852054b0de7,2,Solar water heating,Solar water heating,19,,"£4,000 - £6,000"
c3f4c7206fe30527a43bcf73a84ca20690abfddc3bad185d90c3b852054b0de7,3,"Solar photovoltaic panels, 2.5 kWp",Solar photovoltaic panels,34,,"£3,500 - £5,500"
e1aa957c0ede3bcc0c179f5fa1591dd4a8329048ea53be7950deee04f39b0f3e,1,Floor insulation (suspended floor),Floor insulation (suspended floor),57,,"£800 - £1,200"
e1aa957c0ede3bcc0c179f5fa1591dd4a8329048ea53be7950deee04f39b0f3e,2,Heating controls (room thermostat),Heating controls (room thermostat),14,,£350 - £450
e1aa957c0ede3bcc0c179f5fa1591dd4a8329048ea53be7950deee04f39b0f3e,3,Solar water heating,Solar water heating,19,,"£4,000 - £6,000"
e1aa957c0ede3bcc0c179f5fa1591dd4a8329048ea53be7950deee04f39b0f3e,4,"Solar photovoltaic panels, 2.5 kWp",Solar photovoltaic panels,34,,"£3,500 - £5,500"
ebd4564d7d00fb11a4f5823de8cb674e44bb5f45924e7a3a9a3b519571734877,1,Room-in-roof insulation,Room-in-roof insulation,46,,"£1,500 - £2,700"
ebd4564d7d00fb11a4f5823de8cb674e44bb5f45924e7a3a9a3b519571734877,2,Cavity wall insulation,Cavity wall insulation,6,,"£500 - £1,500"
ebd4564d7d00fb11a4f5823de8cb674e44bb5f45924e7a3a9a3b519571734877,3,"Solar photovoltaic panels, 2.5 kWp",Solar photovoltaic panels,34,,"£3,500 - £5,500"
f83a4e4779356349cbd6536b3489b560be60976dbc16240628b89fbbdf505230,1,Room-in-roof insulation,Room-in-roof insulation,46,,"£1,500 - £2,700"
f83a4e4779356349cbd6536b3489b560be60976dbc16240628b89fbbdf505230,2,Cavity wall insulation,Cavity wall insulation,6,,"£500 - £1,500"
f83a4e4779356349cbd6536b3489b560be60976dbc16240628b89fbbdf505230,3,"Solar photovoltaic panels, 2.5 kWp",Solar photovoltaic panels,34,,"£3,500 - £5,500"
bab7dcf2bafbba2c951459b5e0311913d0cfc430c196300c9d8279cdbbb51b05,1,Increase loft insulation to 270 mm,Increase loft insulation to 270 mm,5,,£100 - £350
bab7dcf2bafbba2c951459b5e0311913d0cfc430c196300c9d8279cdbbb51b05,2,Floor insulation (solid floor),Floor insulation (solid floor),58,,"£4,000 - £6,000"
bab7dcf2bafbba2c951459b5e0311913d0cfc430c196300c9d8279cdbbb51b05,3,Increase hot water cylinder insulation,Increase hot water cylinder insulation,2,,£15 - £30
bab7dcf2bafbba2c951459b5e0311913d0cfc430c196300c9d8279cdbbb51b05,4,Low energy lighting for all fixed outlets,Low energy lighting,35,,£65
bab7dcf2bafbba2c951459b5e0311913d0cfc430c196300c9d8279cdbbb51b05,5,Heating controls (room thermostat and TRVs),Heating controls (room thermostat and TRVs),12,,£350 - £450
bab7dcf2bafbba2c951459b5e0311913d0cfc430c196300c9d8279cdbbb51b05,6,Replace boiler with new condensing boiler,Condensing boiler,20,,"£2,200 - £3,000"
bab7dcf2bafbba2c951459b5e0311913d0cfc430c196300c9d8279cdbbb51b05,7,Solar water heating,Solar water heating,19,,"£4,000 - £6,000"
bab7dcf2bafbba2c951459b5e0311913d0cfc430c196300c9d8279cdbbb51b05,8,"Solar photovoltaic panels, 2.5 kWp",Solar photovoltaic panels,34,,"£3,500 - £5,500"
5756a4790365e87216a7a880fb266db2d49e56c8fce8534b5c5da37b9cd1e7c4,1,Floor insulation (suspended floor),Floor insulation (suspended floor),57.0,,"£800 - £1,200"
5756a4790365e87216a7a880fb266db2d49e56c8fce8534b5c5da37b9cd1e7c4,2,Low energy lighting for all fixed outlets,Low energy lighting,35.0,,£25
5756a4790365e87216a7a880fb266db2d49e56c8fce8534b5c5da37b9cd1e7c4,3,Solar water heating,Solar water heating,19.0,,"£4,000 - £6,000"
5756a4790365e87216a7a880fb266db2d49e56c8fce8534b5c5da37b9cd1e7c4,4,"Solar photovoltaic panels, 2.5 kWp",Solar photovoltaic panels,34.0,,"£3,500 - £5,500"
7eccd9fe08fdc36822cfbc6888cd5a89884de9747ae8fd1e96750534326415b4,1,Floor insulation (solid floor),Floor insulation (solid floor),58.0,,"£4,000 - £6,000"
7eccd9fe08fdc36822cfbc6888cd5a89884de9747ae8fd1e96750534326415b4,2,Solar water heating,Solar water heating,19.0,,"£4,000 - £6,000"
7eccd9fe08fdc36822cfbc6888cd5a89884de9747ae8fd1e96750534326415b4,3,"Solar photovoltaic panels, 2.5 kWp",Solar photovoltaic panels,34.0,,"£3,500 - £5,500"
e740658830a15c477475434cbba28b6e1f1c946d6a2e7dea6e07016b5a92bd66,1,Solar water heating,Solar water heating,19,,"£4,000 - £6,000"
e740658830a15c477475434cbba28b6e1f1c946d6a2e7dea6e07016b5a92bd66,2,"Solar photovoltaic panels, 2.5 kWp",Solar photovoltaic panels,34,,"£3,500 - £5,500"
13a4df5354a29c37dc0d6a41f44719349cf6ea246225f3d8b20186d65ce7b550,1,Increase loft insulation to 270 mm,Increase loft insulation to 270 mm,5.0,,£100 - £350
13a4df5354a29c37dc0d6a41f44719349cf6ea246225f3d8b20186d65ce7b550,2,Internal or external wall insulation,Internal or external wall insulation,7.0,,"£4,000 - £14,000"
13a4df5354a29c37dc0d6a41f44719349cf6ea246225f3d8b20186d65ce7b550,3,Floor insulation (suspended floor),Floor insulation (suspended floor),57.0,,"£800 - £1,200"
13a4df5354a29c37dc0d6a41f44719349cf6ea246225f3d8b20186d65ce7b550,4,Low energy lighting for all fixed outlets,Low energy lighting,35.0,,£10
13a4df5354a29c37dc0d6a41f44719349cf6ea246225f3d8b20186d65ce7b550,5,Solar water heating,Solar water heating,19.0,,"£4,000 - £6,000"
13a4df5354a29c37dc0d6a41f44719349cf6ea246225f3d8b20186d65ce7b550,6,Replacement glazing units,Replacement glazing units,56.0,,"£1,000 - £1,400"
13a4df5354a29c37dc0d6a41f44719349cf6ea246225f3d8b20186d65ce7b550,7,"Solar photovoltaic panels, 2.5 kWp",Solar photovoltaic panels,34.0,,"£3,500 - £5,500"
86926e6f3744fe13db8f7ebed1c691194f820b2f6fa78e9fb63b7e6565fbbc1b,1,Floor insulation (solid floor),Floor insulation (solid floor),58.0,,"£4,000 - £6,000"
86926e6f3744fe13db8f7ebed1c691194f820b2f6fa78e9fb63b7e6565fbbc1b,2,Solar water heating,Solar water heating,19.0,,"£4,000 - £6,000"
86926e6f3744fe13db8f7ebed1c691194f820b2f6fa78e9fb63b7e6565fbbc1b,3,"Solar photovoltaic panels, 2.5 kWp",Solar photovoltaic panels,34.0,,"£3,500 - £5,500"
d3404d6e4e7ba31976290919c4224b1a69360b34efda13b8196a3adc3d8c8b69,1,Floor insulation (solid floor),Floor insulation (solid floor),58,,"£4,000 - £6,000"
d3404d6e4e7ba31976290919c4224b1a69360b34efda13b8196a3adc3d8c8b69,2,Low energy lighting for all fixed outlets,Low energy lighting,35,,£50
d3404d6e4e7ba31976290919c4224b1a69360b34efda13b8196a3adc3d8c8b69,3,Replace boiler with new condensing boiler,Condensing boiler,20,,"£2,200 - £3,000"
d3404d6e4e7ba31976290919c4224b1a69360b34efda13b8196a3adc3d8c8b69,4,Solar water heating,Solar water heating,19,,"£4,000 - £6,000"
d3404d6e4e7ba31976290919c4224b1a69360b34efda13b8196a3adc3d8c8b69,5,"Solar photovoltaic panels, 2.5 kWp",Solar photovoltaic panels,34,,"£3,500 - £5,500"
812bec4222b6b65d100f8f9d7e91c2f18da50eab4dae11baa2278f401a346f23,1,Floor insulation (suspended floor),Floor insulation (suspended floor),57.0,,"£800 - £1,200"
812bec4222b6b65d100f8f9d7e91c2f18da50eab4dae11baa2278f401a346f23,2,Heating controls (thermostatic radiator valves),Heating controls (TRVs),13.0,,£350 - £450
812bec4222b6b65d100f8f9d7e91c2f18da50eab4dae11baa2278f401a346f23,3,Solar water heating,Solar water heating,19.0,,"£4,000 - £6,000"
812bec4222b6b65d100f8f9d7e91c2f18da50eab4dae11baa2278f401a346f23,4,"Solar photovoltaic panels, 2.5 kWp",Solar photovoltaic panels,34.0,,"£3,500 - £5,500"
421f9d601ede3d5b6397f683fdc467e8d427caf395ef4efa60ae59254dd03c35,1,Internal or external wall insulation,Internal or external wall insulation,7.0,,"£4,000 - £14,000"
421f9d601ede3d5b6397f683fdc467e8d427caf395ef4efa60ae59254dd03c35,2,Floor insulation (solid floor),Floor insulation (solid floor),58.0,,"£4,000 - £6,000"
421f9d601ede3d5b6397f683fdc467e8d427caf395ef4efa60ae59254dd03c35,3,Replace boiler with new condensing boiler,Condensing boiler,20.0,,"£2,200 - £3,000"
421f9d601ede3d5b6397f683fdc467e8d427caf395ef4efa60ae59254dd03c35,4,Solar water heating,Solar water heating,19.0,,"£4,000 - £6,000"
421f9d601ede3d5b6397f683fdc467e8d427caf395ef4efa60ae59254dd03c35,5,"Solar photovoltaic panels, 2.5 kWp",Solar photovoltaic panels,34.0,,"£3,500 - £5,500"
4eb66923d8b788e0aceae0b9ae50ecda0df5e2d4b27f33961f9f9309c24b4200,1,Cavity wall insulation,Cavity wall insulation,6.0,,"£500 - £1,500"
4eb66923d8b788e0aceae0b9ae50ecda0df5e2d4b27f33961f9f9309c24b4200,2,Floor insulation (suspended floor),Floor insulation (suspended floor),57.0,,"£800 - £1,200"
4eb66923d8b788e0aceae0b9ae50ecda0df5e2d4b27f33961f9f9309c24b4200,3,Low energy lighting for all fixed outlets,Low energy lighting,35.0,,£65
4eb66923d8b788e0aceae0b9ae50ecda0df5e2d4b27f33961f9f9309c24b4200,4,"Solar photovoltaic panels, 2.5 kWp",Solar photovoltaic panels,34.0,,"£3,500 - £5,500"
2c4373214bfdf2d8ec31e7e167db9d3248d3108ae0609176efd3ab3051741bbe,1,Cavity wall insulation,Cavity wall insulation,6.0,,"£500 - £1,500"
2c4373214bfdf2d8ec31e7e167db9d3248d3108ae0609176efd3ab3051741bbe,2,Floor insulation (solid floor),Floor insulation (solid floor),58.0,,"£4,000 - £6,000"
2c4373214bfdf2d8ec31e7e167db9d3248d3108ae0609176efd3ab3051741bbe,3,Solar water heating,Solar water heating,19.0,,"£4,000 - £6,000"
2c4373214bfdf2d8ec31e7e167db9d3248d3108ae0609176efd3ab3051741bbe,4,"Solar photovoltaic panels, 2.5 kWp",Solar photovoltaic panels,34.0,,"£3,500 - £5,500"
464326cae4926b99b761b55e6a4ddaff153dfb4c207958cc69955c080ea1a0b5,1,Floor insulation (solid floor),Floor insulation (solid floor),58.0,,"£4,000 - £6,000"
464326cae4926b99b761b55e6a4ddaff153dfb4c207958cc69955c080ea1a0b5,2,Solar water heating,Solar water heating,19.0,,"£4,000 - £6,000"
464326cae4926b99b761b55e6a4ddaff153dfb4c207958cc69955c080ea1a0b5,3,"Solar photovoltaic panels, 2.5 kWp",Solar photovoltaic panels,34.0,,"£3,500 - £5,500"
52e6114b639a2e6ced5527486d6df08a9b9e8a5d083645c15e8c960ddc9b4de7,1,Increase loft insulation to 270 mm,Increase loft insulation to 270 mm,5.0,,£100 - £350
52e6114b639a2e6ced5527486d6df08a9b9e8a5d083645c15e8c960ddc9b4de7,2,Floor insulation (suspended floor),Floor insulation (suspended floor),57.0,,"£800 - £1,200"
52e6114b639a2e6ced5527486d6df08a9b9e8a5d083645c15e8c960ddc9b4de7,3,Low energy lighting for all fixed outlets,Low energy lighting,35.0,,£15
52e6114b639a2e6ced5527486d6df08a9b9e8a5d083645c15e8c960ddc9b4de7,4,Solar water heating,Solar water heating,19.0,,"£4,000 - £6,000"
52e6114b639a2e6ced5527486d6df08a9b9e8a5d083645c15e8c960ddc9b4de7,5,"Solar photovoltaic panels, 2.5 kWp",Solar photovoltaic panels,34.0,,"£3,500 - £5,500"
71e524ab18b55045f6b6710e2e6f339d72cc6c4bafc862f86ebed1b7ed482185,1,Floor insulation (solid floor),Floor insulation (solid floor),58.0,,"£4,000 - £6,000"
71e524ab18b55045f6b6710e2e6f339d72cc6c4bafc862f86ebed1b7ed482185,2,Solar water heating,Solar water heating,19.0,,"£4,000 - £6,000"
71e524ab18b55045f6b6710e2e6f339d72cc6c4bafc862f86ebed1b7ed482185,3,"Solar photovoltaic panels, 2.5 kWp",Solar photovoltaic panels,34.0,,"£3,500 - £5,500"
b95772fd0dacd05b2342d2615f14cf30e685ee77b2dd014138d428e363fa351c,1,Increase loft insulation to 270 mm,Increase loft insulation to 270 mm,5,,£100 - £350
b95772fd0dacd05b2342d2615f14cf30e685ee77b2dd014138d428e363fa351c,2,Floor insulation (solid floor),Floor insulation (solid floor),58,,"£4,000 - £6,000"
b95772fd0dacd05b2342d2615f14cf30e685ee77b2dd014138d428e363fa351c,3,Hot water cylinder thermostat,Hot water cylinder thermostat,4,,£200 - £400
b95772fd0dacd05b2342d2615f14cf30e685ee77b2dd014138d428e363fa351c,4,Replace boiler with new condensing boiler,Condensing boiler,20,,"£2,200 - £3,000"
b95772fd0dacd05b2342d2615f14cf30e685ee77b2dd014138d428e363fa351c,5,Solar water heating,Solar water heating,19,,"£4,000 - £6,000"
b95772fd0dacd05b2342d2615f14cf30e685ee77b2dd014138d428e363fa351c,6,"Solar photovoltaic panels, 2.5 kWp",Solar photovoltaic panels,34,,"£3,500 - £5,500"
9e9dbb3d2391d9b854416cbfa1967ed63c928a01c951d80990eb4c504e5ee19a,1,Internal or external wall insulation,Internal or external wall insulation,7.0,,"£4,000 - £14,000"
9e9dbb3d2391d9b854416cbfa1967ed63c928a01c951d80990eb4c504e5ee19a,2,Floor insulation (solid floor),Floor insulation (solid floor),58.0,,"£4,000 - £6,000"
9e9dbb3d2391d9b854416cbfa1967ed63c928a01c951d80990eb4c504e5ee19a,3,Replace boiler with new condensing boiler,Condensing boiler,20.0,,"£2,200 - £3,000"
9e9dbb3d2391d9b854416cbfa1967ed63c928a01c951d80990eb4c504e5ee19a,4,Solar water heating,Solar water heating,19.0,,"£4,000 - £6,000"
9e9dbb3d2391d9b854416cbfa1967ed63c928a01c951d80990eb4c504e5ee19a,5,"Solar photovoltaic panels, 2.5 kWp",Solar photovoltaic panels,34.0,,"£3,500 - £5,500"
1a340bb26187f8a455ac5f67b9616943afe2981c406632dd72e50482629b06a7,1,Cavity wall insulation,Cavity wall insulation,6.0,,"£500 - £1,500"
1a340bb26187f8a455ac5f67b9616943afe2981c406632dd72e50482629b06a7,2,Floor insulation (suspended floor),Floor insulation (suspended floor),57.0,,"£800 - £1,200"
1a340bb26187f8a455ac5f67b9616943afe2981c406632dd72e50482629b06a7,3,"Solar photovoltaic panels, 2.5 kWp",Solar photovoltaic panels,34.0,,"£3,500 - £5,500"
35b2e562705587046a5e3bc202d99dd63b8480f6e95f33d52ab2800443898b7e,1,Floor insulation (suspended floor),Floor insulation (suspended floor),57.0,,"£800 - £1,200"
35b2e562705587046a5e3bc202d99dd63b8480f6e95f33d52ab2800443898b7e,2,Solar water heating,Solar water heating,19.0,,"£4,000 - £6,000"
35b2e562705587046a5e3bc202d99dd63b8480f6e95f33d52ab2800443898b7e,3,"Solar photovoltaic panels, 2.5 kWp",Solar photovoltaic panels,34.0,,"£3,500 - £5,500"
c97f21aa1fe8b6950121ddc574ca5b79603705f4df4db6316faeff00392177bd,1,Internal or external wall insulation,Internal or external wall insulation,7,,"£4,000 - £14,000"
c97f21aa1fe8b6950121ddc574ca5b79603705f4df4db6316faeff00392177bd,2,Floor insulation (suspended floor),Floor insulation (suspended floor),57,,"£800 - £1,200"
c97f21aa1fe8b6950121ddc574ca5b79603705f4df4db6316faeff00392177bd,3,Low energy lighting for all fixed outlets,Low energy lighting,35,,£15
c97f21aa1fe8b6950121ddc574ca5b79603705f4df4db6316faeff00392177bd,4,Solar water heating,Solar water heating,19,,"£4,000 - £6,000"
c97f21aa1fe8b6950121ddc574ca5b79603705f4df4db6316faeff00392177bd,5,"Solar photovoltaic panels, 2.5 kWp",Solar photovoltaic panels,34,,"£3,500 - £5,500"
f86520122f95cc11f1bec4144ba0a09f3a56127b000755003673b9b52d0a3a15,1,Floor insulation (suspended floor),Floor insulation (suspended floor),57,,"£800 - £1,200"
f86520122f95cc11f1bec4144ba0a09f3a56127b000755003673b9b52d0a3a15,2,Floor insulation (solid floor),Floor insulation (solid floor),58,,"£4,000 - £6,000"
f86520122f95cc11f1bec4144ba0a09f3a56127b000755003673b9b52d0a3a15,3,Solar water heating,Solar water heating,19,,"£4,000 - £6,000"
f86520122f95cc11f1bec4144ba0a09f3a56127b000755003673b9b52d0a3a15,4,"Solar photovoltaic panels, 2.5 kWp",Solar photovoltaic panels,34,,"£3,500 - £5,500"
43cfe9801c7d6a4b6d3272189f840b955640d59bc6b6f6223b8263f6eac66767,1,Party wall insulation,Party wall insulation,63.0,,£300 - £600
43cfe9801c7d6a4b6d3272189f840b955640d59bc6b6f6223b8263f6eac66767,2,Solar water heating,Solar water heating,19.0,,"£4,000 - £6,000"
43cfe9801c7d6a4b6d3272189f840b955640d59bc6b6f6223b8263f6eac66767,3,"Solar photovoltaic panels, 2.5 kWp",Solar photovoltaic panels,34.0,,"£3,500 - £5,500"
76a9206c660bce062f0d57a321ea0601190d5b7f8272c3efde6e2a83c153390c,1,Floor insulation (solid floor),Floor insulation (solid floor),58.0,,"£4,000 - £6,000"
76a9206c660bce062f0d57a321ea0601190d5b7f8272c3efde6e2a83c153390c,2,Solar water heating,Solar water heating,19.0,,"£4,000 - £6,000"
76a9206c660bce062f0d57a321ea0601190d5b7f8272c3efde6e2a83c153390c,3,"Solar photovoltaic panels, 2.5 kWp",Solar photovoltaic panels,34.0,,"£3,500 - £5,500"
9ac7676650256b709ea0c6189d3bdf7465e57ce12e0b5ab793e3f3928452eb00,1,Floor insulation (solid floor),Floor insulation (solid floor),58.0,,"£4,000 - £6,000"
9ac7676650256b709ea0c6189d3bdf7465e57ce12e0b5ab793e3f3928452eb00,2,Low energy lighting for all fixed outlets,Low energy lighting,35.0,,£10
9ac7676650256b709ea0c6189d3bdf7465e57ce12e0b5ab793e3f3928452eb00,3,Solar water heating,Solar water heating,19.0,,"£4,000 - £6,000"
9ac7676650256b709ea0c6189d3bdf7465e57ce12e0b5ab793e3f3928452eb00,4,"Solar photovoltaic panels, 2.5 kWp",Solar photovoltaic panels,34.0,,"£3,500 - £5,500"
1418879f5351540051c39d746c53c961d810438b3f16fb423780d76eea2d2133,1,Floor insulation (solid floor),Floor insulation (solid floor),58.0,,"£4,000 - £6,000"
1418879f5351540051c39d746c53c961d810438b3f16fb423780d76eea2d2133,2,Heating controls (room thermostat),Heating controls (room thermostat),14.0,,£350 - £450
1418879f5351540051c39d746c53c961d810438b3f16fb423780d76eea2d2133,3,Replace boiler with new condensing boiler,Condensing boiler,20.0,,"£2,200 - £3,000"
1418879f5351540051c39d746c53c961d810438b3f16fb423780d76eea2d2133,4,Solar water heating,Solar water heating,19.0,,"£4,000 - £6,000"
1418879f5351540051c39d746c53c961d810438b3f16fb423780d76eea2d2133,5,"Solar photovoltaic panels, 2.5 kWp",Solar photovoltaic panels,34.0,,"£3,500 - £5,500"
470d3bc7eb3f940e598a470c20e61ba24415569aa5aeafe897470e43191197bf,1,Solar water heating,Solar water heating,19.0,,"£4,000 - £6,000"
470d3bc7eb3f940e598a470c20e61ba24415569aa5aeafe897470e43191197bf,2,"Solar photovoltaic panels, 2.5 kWp",Solar photovoltaic panels,34.0,,"£3,500 - £5,500"
6d01d002faf31ad96f6e4f48859e99d1b8163774a0e79b88bba9419f1d3a8bc3,1,Floor insulation (solid floor),Floor insulation (solid floor),58.0,,"£4,000 - £6,000"
6d01d002faf31ad96f6e4f48859e99d1b8163774a0e79b88bba9419f1d3a8bc3,2,Solar water heating,Solar water heating,19.0,,"£4,000 - £6,000"
6d01d002faf31ad96f6e4f48859e99d1b8163774a0e79b88bba9419f1d3a8bc3,3,"Solar photovoltaic panels, 2.5 kWp",Solar photovoltaic panels,34.0,,"£3,500 - £5,500"
4083128e28883089af16e9fffc8ffa29a3517065887698da7c079decbc2b7a77,1,Internal or external wall insulation,Internal or external wall insulation,7.0,,"£4,000 - £14,000"
4083128e28883089af16e9fffc8ffa29a3517065887698da7c079decbc2b7a77,2,Floor insulation (suspended floor),Floor insulation (suspended floor),57.0,,"£800 - £1,200"
4083128e28883089af16e9fffc8ffa29a3517065887698da7c079decbc2b7a77,3,Heating controls (room thermostat),Heating controls (room thermostat),14.0,,£350 - £450
4083128e28883089af16e9fffc8ffa29a3517065887698da7c079decbc2b7a77,4,Solar water heating,Solar water heating,19.0,,"£4,000 - £6,000"
64fbf91f70d1c79245069f745dc23b4d1a02894f9516ebc2931996d5b7f39e75,1,Floor insulation (suspended floor),Floor insulation (suspended floor),57.0,,"£800 - £1,200"
64fbf91f70d1c79245069f745dc23b4d1a02894f9516ebc2931996d5b7f39e75,2,Solar water heating,Solar water heating,19.0,,"£4,000 - £6,000"
c53ed60a5faf862884db0f7311231c7b5768ee6a18a43f6daaf90b785b079022,1,Floor insulation (suspended floor),Floor insulation (suspended floor),57,,"£800 - £1,200"
c53ed60a5faf862884db0f7311231c7b5768ee6a18a43f6daaf90b785b079022,2,Low energy lighting for all fixed outlets,Low energy lighting,35,,£60
c53ed60a5faf862884db0f7311231c7b5768ee6a18a43f6daaf90b785b079022,3,Solar water heating,Solar water heating,19,,"£4,000 - £6,000"
c53ed60a5faf862884db0f7311231c7b5768ee6a18a43f6daaf90b785b079022,4,"Solar photovoltaic panels, 2.5 kWp",Solar photovoltaic panels,34,,"£3,500 - £5,500"
ee2be96e80eab7253ccd36868b3a3cb23d8c7a858e5695adb9e46e5821d80cc5,1,Low energy lighting for all fixed outlets,Low energy lighting,35,,£40
ee2be96e80eab7253ccd36868b3a3cb23d8c7a858e5695adb9e46e5821d80cc5,2,Solar water heating,Solar water heating,19,,"£4,000 - £6,000"
ee2be96e80eab7253ccd36868b3a3cb23d8c7a858e5695adb9e46e5821d80cc5,3,"Solar photovoltaic panels, 2.5 kWp",Solar photovoltaic panels,34,,"£3,500 - £5,500"
f37d6283d8738294e56c72c8c263befb17d815ebb1e7849360ddab552f7c44c4,1,Solar water heating,Solar water heating,19,,"£4,000 - £6,000"
f37d6283d8738294e56c72c8c263befb17d815ebb1e7849360ddab552f7c44c4,2,"Solar photovoltaic panels, 2.5 kWp",Solar photovoltaic panels,34,,"£3,500 - £5,500"
3bd74f963b890b5559b68aabc345d5466d44391bab8882c23ecb768041bb2f5a,1,Floor insulation (suspended floor),Floor insulation (suspended floor),57.0,,"£800 - £1,200"
3bd74f963b890b5559b68aabc345d5466d44391bab8882c23ecb768041bb2f5a,2,Replace boiler with new condensing boiler,Condensing boiler,20.0,,"£2,200 - £3,000"
3bd74f963b890b5559b68aabc345d5466d44391bab8882c23ecb768041bb2f5a,3,Solar water heating,Solar water heating,19.0,,"£4,000 - £6,000"
3bd74f963b890b5559b68aabc345d5466d44391bab8882c23ecb768041bb2f5a,4,"Solar photovoltaic panels, 2.5 kWp",Solar photovoltaic panels,34.0,,"£3,500 - £5,500"
11cff7ce7e37dcf407a1a25118d3633e9499920075a5159484133a64cd4e4270,1,"Solar photovoltaic panels, 2.5 kWp",Solar photovoltaic panels,34.0,,"£3,500 - £5,500"
4db0ab0cbdb2e9b6e96a33f423432208d92232fb5e80ff7c523abdbe7a5c1f5d,1,Internal or external wall insulation,Internal or external wall insulation,7.0,,"£4,000 - £14,000"
